,FileName_OrigRNA,Metadata_ChannelID,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_target,Metadata_experiment_type,Metadata_cell_line,Metadata_pert_iname,Metadata_gene,Metadata_pubchem_cid
28,r01c04f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,2,0.134600997,-0.000968721,0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
29,r01c04f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,3,0.134593904,0.000322907,0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
30,r01c04f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,4,0.134591296,0.000968721,0.000322907,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
31,r01c04f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,5,0.134601504,-0.000968721,-0.000322907,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
32,r01c04f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,6,0.134594306,0.000322907,-0.000322907,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
33,r01c04f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,7,0.134589702,0.000968721,-0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
34,r01c04f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,8,0.134597495,-0.000322907,-0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
35,r01c04f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A04,9,0.134599507,-0.000968721,-0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0
36,r01c05f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,1,0.134570703,-0.000322907,0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
37,r01c05f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,2,0.1345734,-0.000968721,0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
38,r01c05f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,3,0.1345651,0.000322907,0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
39,r01c05f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,4,0.134562999,0.000968721,0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
40,r01c05f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,5,0.134574607,-0.000968721,-0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
41,r01c05f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,6,0.134567797,0.000322907,-0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
42,r01c05f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,7,0.134561896,0.000968721,-0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
43,r01c05f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,8,0.134570196,-0.000322907,-0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
44,r01c05f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A05,9,0.134573504,-0.000968721,-0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0
45,r01c06f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,1,0.134546593,-0.000322907,0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
46,r01c06f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,2,0.134549201,-0.000968721,0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
47,r01c06f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,3,0.134539798,0.000322907,0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
48,r01c06f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,4,0.134539098,0.000968721,0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
49,r01c06f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,5,0.134550199,-0.000968721,-0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
50,r01c06f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,6,0.134543896,0.000322907,-0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
51,r01c06f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,7,0.1345395,0.000968721,-0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
52,r01c06f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,8,0.134546593,-0.000322907,-0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
53,r01c06f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A06,9,0.134549394,-0.000968721,-0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0
54,r01c07f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,1,0.134522602,-0.000322907,0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
55,r01c07f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,2,0.134525105,-0.000968721,0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
56,r01c07f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,3,0.134517699,0.000322907,0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
57,r01c07f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,4,0.134516105,0.000968721,0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
58,r01c07f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,5,0.134525105,-0.000968721,-0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
59,r01c07f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,6,0.134519294,0.000322907,-0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
60,r01c07f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,7,0.134515703,0.000968721,-0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
61,r01c07f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,8,0.134522602,-0.000322907,-0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
62,r01c07f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A07,9,0.134524703,-0.000968721,-0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0
63,r01c08f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,1,0.134501994,-0.000322907,0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
64,r01c08f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,2,0.134505093,-0.000968721,0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
65,r01c08f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,3,0.134497106,0.000322907,0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
66,r01c08f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,4,0.134495601,0.000968721,0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
67,r01c08f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,5,0.134504393,-0.000968721,-0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
68,r01c08f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,6,0.134499401,0.000322907,-0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
69,r01c08f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,7,0.134494901,0.000968721,-0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
70,r01c08f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,8,0.134500504,-0.000322907,-0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
71,r01c08f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A08,9,0.134502694,-0.000968721,-0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0
72,r01c09f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,1,0.134479493,-0.000322907,0.000322907,-2e-06,1,,Compound,A549,DMSO,,
73,r01c09f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,2,0.134481996,-0.000968721,0.000968721,-2e-06,1,,Compound,A549,DMSO,,
74,r01c09f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,3,0.134473905,0.000322907,0.000968721,-2e-06,1,,Compound,A549,DMSO,,
75,r01c09f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,4,0.134472996,0.000968721,0.000322907,-2e-06,1,,Compound,A549,DMSO,,
76,r01c09f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,5,0.134482503,-0.000968721,-0.000322907,-2e-06,1,,Compound,A549,DMSO,,
77,r01c09f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,6,0.134477898,0.000322907,-0.000322907,-2e-06,1,,Compound,A549,DMSO,,
78,r01c09f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,7,0.134474099,0.000968721,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,
79,r01c09f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,8,0.134479493,-0.000322907,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,
80,r01c09f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A09,9,0.134481102,-0.000968721,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,
81,r01c10f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,1,0.134463206,-0.000322907,0.000322907,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
82,r01c10f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,2,0.134465396,-0.000968721,0.000968721,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
83,r01c10f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,3,0.134459794,0.000322907,0.000968721,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
84,r01c10f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,4,0.134456798,0.000968721,0.000322907,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
85,r01c10f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,5,0.134464905,-0.000968721,-0.000322907,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
86,r01c10f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,6,0.134460106,0.000322907,-0.000322907,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
87,r01c10f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,7,0.134455994,0.000968721,-0.000968721,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
88,r01c10f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,8,0.134462506,-0.000322907,-0.000968721,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
89,r01c10f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A10,9,0.134462804,-0.000968721,-0.000968721,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0
90,r01c11f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,1,0.134445399,-0.000322907,0.000322907,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
91,r01c11f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,2,0.134446502,-0.000968721,0.000968721,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
92,r01c11f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,3,0.134441406,0.000322907,0.000968721,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
93,r01c11f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,4,0.134441406,0.000968721,0.000322907,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
94,r01c11f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,5,0.134447396,-0.000968721,-0.000322907,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
95,r01c11f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,6,0.134444699,0.000322907,-0.000322907,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
96,r01c11f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,7,0.134439901,0.000968721,-0.000968721,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
97,r01c11f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,8,0.134445205,-0.000322907,-0.000968721,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
98,r01c11f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A11,9,0.134445906,-0.000968721,-0.000968721,-2e-06,1,CSK,Compound,A549,apatinib,,11315474.0
99,r01c12f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,1,0.134433404,-0.000322907,0.000322907,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
100,r01c12f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,2,0.134432703,-0.000968721,0.000968721,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
101,r01c12f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,3,0.134429097,0.000322907,0.000968721,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
102,r01c12f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,4,0.134427398,0.000968721,0.000322907,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
103,r01c12f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,5,0.134432703,-0.000968721,-0.000322907,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
104,r01c12f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,6,0.134430498,0.000322907,-0.000322907,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
105,r01c12f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,7,0.134425595,0.000968721,-0.000968721,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
106,r01c12f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,8,0.134430602,-0.000322907,-0.000968721,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
107,r01c12f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A12,9,0.134431198,-0.000968721,-0.000968721,-2e-06,1,CA5A,Compound,A549,ethoxzolamide,,3295.0
108,r01c13f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,1,0.134419799,-0.000322907,0.000322907,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
109,r01c13f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,2,0.134419098,-0.000968721,0.000968721,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
110,r01c13f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,3,0.134417102,0.000322907,0.000968721,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
111,r01c13f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,4,0.134414896,0.000968721,0.000322907,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
112,r01c13f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,5,0.134418994,-0.000968721,-0.000322907,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
113,r01c13f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,6,0.1344181,0.000322907,-0.000322907,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
114,r01c13f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,7,0.134412795,0.000968721,-0.000968721,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
115,r01c13f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,8,0.134416297,-0.000322907,-0.000968721,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
116,r01c13f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A13,9,0.134416893,-0.000968721,-0.000968721,-2e-06,1,P3H1,Compound,A549,ascorbic-acid,,9888239.0
117,r01c14f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,1,0.134407505,-0.000322907,0.000322907,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
118,r01c14f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,2,0.134406298,-0.000968721,0.000968721,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
119,r01c14f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,3,0.134405002,0.000322907,0.000968721,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
120,r01c14f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,4,0.134402901,0.000968721,0.000322907,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
121,r01c14f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,5,0.134407297,-0.000968721,-0.000322907,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
122,r01c14f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,6,0.134405106,0.000322907,-0.000322907,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
123,r01c14f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,7,0.134400502,0.000968721,-0.000968721,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
124,r01c14f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,8,0.1344046,-0.000322907,-0.000968721,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
125,r01c14f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A14,9,0.134406298,-0.000968721,-0.000968721,-2e-06,1,CDK4,Compound,A549,ryuvidine,,481747.0
126,r01c15f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,1,0.134395495,-0.000322907,0.000322907,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
127,r01c15f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,2,0.134395301,-0.000968721,0.000968721,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
128,r01c15f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,3,0.134392202,0.000322907,0.000968721,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
129,r01c15f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,4,0.134391502,0.000968721,0.000322907,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
130,r01c15f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,5,0.134394497,-0.000968721,-0.000322907,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
131,r01c15f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,6,0.134392902,0.000322907,-0.000322907,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
132,r01c15f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,7,0.134390101,0.000968721,-0.000968721,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
133,r01c15f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,8,0.134393707,-0.000322907,-0.000968721,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
134,r01c15f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A15,9,0.134393603,-0.000968721,-0.000968721,-2e-06,1,OPRL1,Compound,A549,BAN-ORL-24,,10296561.0
135,r01c16f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,1,0.134384796,-0.000322907,0.000322907,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
136,r01c16f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,2,0.134384796,-0.000968721,0.000968721,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
137,r01c16f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,3,0.134382203,0.000322907,0.000968721,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
138,r01c16f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,4,0.134381294,0.000968721,0.000322907,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
139,r01c16f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,5,0.134382993,-0.000968721,-0.000322907,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
140,r01c16f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,6,0.134382695,0.000322907,-0.000322907,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
141,r01c16f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,7,0.134379804,0.000968721,-0.000968721,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
142,r01c16f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,8,0.134383604,-0.000322907,-0.000968721,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
143,r01c16f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,A16,9,0.134383693,-0.000968721,-0.000968721,-2e-06,1,CATSPER4,Compound,A549,NNC-55-0396,,9957280.0
144,r01c17f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,A17,1,0.134374201,-0.000322907,0.000322907,-2e-06,1,,Compound,A549,DMSO,,
145,r01c17f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,A17,2,0.134373501,-0.000968721,0.000968721,-2e-06,1,,Compound,A549,DMSO,,
